X,Y,DAY
39.991357,116.315662,2
39.992097,116.314883,2
39.993329,116.314389,2
39.994752,116.314177,2
39.995867,116.313903,2
39.996214,116.312647,2
39.996093,116.311086,2
39.996784,116.309974,2
39.997752,116.309212,2
39.998337,116.309031,2
39.998414,116.309025,2
39.99841,116.309026,2
39.998413,116.309027,2
39.99841,116.309026,2
39.99841,116.309027,2
39.998656,116.308792,2
39.998683,116.307824,2
39.998686,116.307479,2
39.998686,116.307478,2
39.998652,116.307197,2
39.998577,116.306274,2
39.998571,116.304916,2
39.998323,116.303457,2
39.997963,116.302396,2
39.997033,116.301524,2
39.996377,116.300309,2
39.996265,116.29876,2
39.995949,116.298204,2
39.995393,116.29824,2
39.994658,116.298249,2
39.994019,116.298286,2
39.99374,116.298305,2
39.993432,116.298308,2
39.9928,116.298287,2
39.992724,116.298311,2
39.992721,116.29831,2
39.99272,116.29831,2
39.992549,116.298324,2
39.991873,116.298463,2
39.9908,116.298559,2
39.989848,116.298429,2
39.989475,116.29822,2
39.989417,116.297104,2
39.989279,116.295678,2
39.989183,116.2945,2
39.989118,116.29362,2
39.989433,116.293179,2
39.990286,116.292426,2
39.991298,116.291233,2
39.99232,116.290026,2
39.993747,116.289461,2
39.994848,116.289287,2
39.995132,116.289105,2
39.994809,116.288855,2
39.993815,116.288973,2
39.99286,116.2892,2
39.992191,116.289591,2
39.992188,116.289625,2
39.992064,116.289726,2
39.991737,116.290059,2
39.991344,116.29069,2
39.990678,116.29154,2
39.989744,116.292641,2
39.988485,116.293254,2
39.98713,116.293384,2
39.985898,116.293513,2
39.984929,116.293422,2
39.984205,116.292537,2
39.983728,116.291232,2
39.983107,116.290102,2
39.982467,116.288758,2
39.981671,116.287424,2
39.980596,116.286007,2
39.979163,116.284558,2
39.977652,116.28307,2
39.976135,116.281543,2
39.974785,116.279944,2
39.97358,116.278139,2
39.972444,116.276046,2
39.971387,116.273856,2
39.97034,116.271641,2
39.969082,116.269848,2
39.967355,116.268697,2
39.965465,116.26836,2
39.963688,116.268524,2
39.962025,116.268702,2
39.960138,116.268914,2
39.95829,116.269075,2
39.956721,116.269243,2
39.955445,116.269343,2
39.954378,116.269384,2
39.953986,116.269343,2
39.953983,116.269342,2
39.953825,116.269336,2
39.953281,116.269405,2
39.952188,116.269302,2
39.950819,116.269111,2
39.949302,116.268793,2
39.947914,116.268503,2
39.94676,116.268112,2
39.946166,116.26798,2
39.946057,116.267957,2
39.946057,116.267956,2
39.946057,116.267955,2
39.946058,116.267955,2
39.946058,116.267955,2
39.946059,116.267955,2
39.946058,116.267954,2
39.946057,116.267954,2
39.946016,116.267949,2
39.945494,116.267883,2
39.944702,116.267764,2
39.943594,116.267755,2
39.942342,116.267826,2
39.9417,116.267746,2
39.941684,116.267739,2
39.941691,116.267739,2
39.941695,116.267739,2
39.941349,116.267853,2
39.940478,116.267854,2
39.939322,116.267879,2
39.938197,116.267855,2
39.937308,116.267863,2
39.936418,116.267952,2
39.935203,116.268001,2
39.933769,116.268178,2
39.932191,116.268401,2
39.930787,116.268586,2
39.929502,116.268801,2
39.92806,116.268933,2
39.926594,116.269012,2
39.925157,116.268953,2
39.924203,116.268344,2
39.923606,116.267074,2
39.923162,116.265785,2
39.923093,116.264005,2
39.923059,116.261813,2
39.923066,116.259526,2
39.92305,116.257882,2
39.923069,116.2578,2
39.923047,116.257428,2
39.923029,116.256345,2
39.923023,116.254688,2
39.923029,116.252687,2
39.923329,116.250492,2
39.924072,116.248232,2
39.924909,116.245876,2
39.925695,116.24356,2
39.926031,116.241129,2
39.925675,116.238703,2
39.925108,116.236219,2
39.924516,116.233725,2
39.92393,116.231235,2
39.923449,116.22865,2
39.923407,116.225949,2
39.923518,116.223394,2
39.923543,116.220922,2
39.923475,116.218483,2
39.923459,116.216003,2
39.92346,116.213692,2
39.923477,116.211561,2
39.923485,116.209359,2
39.923677,116.207142,2
39.924004,116.205205,2
39.9237,116.203856,2
39.922788,116.20386,2
39.921944,116.204698,2
39.921286,116.205393,2
39.920513,116.205737,2
39.919402,116.205688,2
39.917866,116.205604,2
39.916053,116.205384,2
39.914053,116.205171,2
39.911909,116.204991,2
39.909801,116.20495,2
39.907773,116.204979,2
39.905866,116.204997,2
39.903853,116.204982,2
39.901728,116.204999,2
39.899581,116.205041,2
39.897423,116.205018,2
39.895261,116.205033,2
39.893142,116.205074,2
39.891016,116.205238,2
39.888853,116.205196,2
39.886706,116.204649,2
39.88455,116.203683,2
39.882479,116.202781,2
39.88052,116.202096,2
39.878544,116.201715,2
39.876694,116.201707,2
39.874767,116.201938,2
39.872755,116.202496,2
39.870812,116.203357,2
39.868858,116.204589,2
39.866978,116.206008,2
39.865086,116.207464,2
39.863237,116.208864,2
39.861389,116.210271,2
39.85948,116.211712,2
39.857594,116.213104,2
39.85561,116.214116,2
39.853436,116.214577,2
39.851337,116.214877,2
39.849332,116.21518,2
39.846476,116.216808,2
39.84476,116.218424,2
39.843056,116.220118,2
39.841345,116.221749,2
39.83969,116.223409,2
39.838094,116.225146,2
39.836421,116.226729,2
39.834719,116.228189,2
39.833012,116.229811,2
39.831811,116.231913,2
39.831077,116.234416,2
39.830421,116.236954,2
39.829644,116.239515,2
39.828276,116.241749,2
39.826546,116.243441,2
39.824752,116.24498,2
39.822933,116.24651,2
39.821103,116.248046,2
39.819307,116.249607,2
39.81758,116.25111,2
39.815834,116.252655,2
39.814029,116.254186,2
39.812246,116.255639,2
39.810418,116.256957,2
39.808444,116.258069,2
39.806322,116.258875,2
39.804163,116.25933,2
39.80203,116.259556,2
39.799939,116.259673,2
39.797856,116.259855,2
39.795798,116.260294,2
39.793794,116.260961,2
39.791791,116.261692,2
39.789755,116.262404,2
39.787805,116.263095,2
39.785849,116.26379,2
39.783908,116.264499,2
39.781991,116.265206,2
39.780053,116.26601,2
39.778121,116.267062,2
39.776354,116.268415,2
39.774714,116.270304,2
39.773478,116.272545,2
39.772678,116.274985,2
39.772276,116.277427,2
39.772295,116.279782,2
39.772718,116.282214,2
39.773445,116.284587,2
39.774405,116.286757,2
39.775256,116.288597,2
39.775594,116.289882,2
39.775734,116.290261,2
39.775433,116.290701,2
39.774594,116.291387,2
39.773439,116.292343,2
39.772158,116.293478,2
39.771267,116.29422,2
39.770266,116.294953,2
39.769113,116.295811,2
39.768734,116.29628,2
39.768602,116.296979,2
39.768653,116.297627,2
39.768619,116.298303,2
39.768508,116.299311,2
39.768341,116.300496,2
39.768339,116.301159,2
39.768117,116.301479,2
39.767484,116.30126,2
39.766444,116.300822,2
39.765392,116.300386,2
39.764936,116.300175,2
39.764318,116.299942,2
39.763362,116.299571,2
39.762697,116.299186,2
39.762247,116.298541,2
39.76232,116.29751,2
39.762669,116.297296,2
39.762732,116.297336,2
39.762738,116.297335,2
39.762752,116.297331,2
39.762766,116.297327,2
39.76277,116.297326,2
39.762748,116.297333,2
39.762743,116.297336,2
39.762757,116.297344,2
39.762762,116.29735,2
39.762721,116.297264,3
39.762907,116.295257,3
39.762937,116.295264,3
39.762938,116.295269,3
39.763388,116.297492,3
39.763095,116.297376,3
39.762477,116.29727,3
39.762231,116.297853,3
39.762403,116.298832,3
39.76295,116.299335,3
39.763446,116.299568,3
39.764263,116.299875,3
39.764939,116.300128,3
39.765257,116.300224,3
39.76597,116.300551,3
39.766924,116.300935,3
39.767826,116.301293,3
39.768253,116.301325,3
39.768342,116.3007,3
39.768477,116.299816,3
39.768592,116.298671,3
39.768707,116.297378,3
39.768703,116.296332,3
39.76915,116.295948,3
39.76989,116.295334,3
39.770892,116.29443,3
39.771994,116.293514,3
39.773021,116.292667,3
39.77411,116.291738,3
39.775152,116.290866,3
39.775847,116.290257,3
39.776316,116.289857,3
39.776652,116.289309,3
39.776332,116.288863,3
39.775762,116.288217,3
39.775121,116.287288,3
39.774438,116.286036,3
39.773743,116.284499,3
39.773166,116.282809,3
39.772768,116.281051,3
39.77256,116.279256,3
39.77255,116.277338,3
39.772864,116.275164,3
39.773531,116.272928,3
39.774553,116.270837,3
39.775903,116.269064,3
39.777484,116.267647,3
39.779234,116.266575,3
39.781145,116.265712,3
39.783044,116.264945,3
39.784949,116.264256,3
39.786844,116.263567,3
39.788796,116.262894,3
39.790711,116.262205,3
39.792699,116.261488,3
39.794651,116.260777,3
39.796603,116.260197,3
39.798597,116.259839,3
39.800589,116.259715,3
39.802444,116.259594,3
39.80418,116.259446,3
39.80598,116.259078,3
39.807851,116.258444,3
39.809749,116.257542,3
39.811579,116.256376,3
39.813307,116.255013,3
39.814987,116.253548,3
39.816695,116.252025,3
39.818415,116.250547,3
39.820104,116.249068,3
39.821821,116.24758,3
39.823538,116.246092,3
39.825227,116.244673,3
39.826896,116.243228,3
39.828441,116.24163,3
39.829598,116.239593,3
39.830353,116.237364,3
39.830968,116.235137,3
39.831549,116.233001,3
39.832368,116.230952,3
39.833644,116.229225,3
39.835191,116.227861,3
39.836776,116.226514,3
39.83825,116.22506,3
39.839594,116.223596,3
39.840509,116.222534,3
39.841262,116.221755,3
39.841892,116.221232,3
39.842635,116.220964,3
39.84337,116.221162,3
39.844203,116.221185,3
39.845185,116.22113,3
39.846001,116.222204,3
39.846875,116.223746,3
39.847781,116.225386,3
39.848721,116.227158,3
39.849685,116.22916,3
39.850695,116.230846,3
39.852165,116.231699,3
39.85385,116.232058,3
39.855538,116.23267,3
39.856966,116.233888,3
39.858028,116.235622,3
39.85893,116.23766,3
39.859819,116.239877,3
39.860703,116.242091,3
39.861575,116.24426,3
39.862416,116.246391,3
39.863269,116.24852,3
39.86413,116.250622,3
39.864967,116.252743,3
39.865849,116.254959,3
39.866761,116.257113,3
39.867765,116.259202,3
39.868758,116.261264,3
39.869722,116.263267,3
39.870601,116.265138,3
39.87148,116.266936,3
39.872165,116.268489,3
39.872884,116.270123,3
39.873707,116.271587,3
39.875017,116.272023,3
39.876446,116.271485,3
39.877838,116.270841,3
39.879098,116.270368,3
39.880381,116.269887,3
39.881839,116.269331,3
39.883243,116.268815,3
39.884666,116.268387,3
39.886229,116.268079,3
39.887945,116.267998,3
39.889708,116.267994,3
39.891524,116.267986,3
39.893443,116.267976,3
39.895347,116.267979,3
39.897108,116.267978,3
39.898769,116.267979,3
39.900501,116.268033,3
39.902332,116.268042,3
39.904117,116.268053,3
39.90594,116.268065,3
39.907733,116.268041,3
39.909635,116.268039,3
39.911548,116.268165,3
39.913427,116.268388,3
39.915198,116.268702,3
39.916945,116.268975,3
39.918701,116.269098,3
39.920476,116.269206,3
39.92232,116.269285,3
39.924106,116.269316,3
39.925593,116.269388,3
39.927014,116.269352,3
39.928513,116.269269,3
39.929953,116.269168,3
39.931156,116.269077,3
39.932542,116.268885,3
39.934097,116.268677,3
39.935428,116.268486,3
39.936606,116.268438,3
39.937901,116.268392,3
39.939172,116.268386,3
39.940115,116.268435,3
39.94042,116.268467,3
39.940424,116.26847,3
39.94042,116.26847,3
39.940421,116.26847,3
39.940453,116.268472,3
39.940967,116.268474,3
39.941843,116.268619,3
39.942952,116.268781,3
39.944019,116.269108,3
39.944431,116.269138,3
39.944439,116.269144,3
39.94444,116.269144,3
39.944444,116.269144,3
39.944495,116.269145,3
39.945031,116.269222,3
39.945949,116.269365,3
39.947143,116.269446,3
39.948295,116.269456,3
39.949475,116.269583,3
39.950604,116.269686,3
39.951574,116.269838,3
39.952373,116.269948,3
39.953204,116.270064,3
39.953868,116.270149,3
39.953908,116.270138,3
39.954415,116.2701,3
39.955157,116.269991,3
39.955875,116.269876,3
39.956818,116.269695,3
39.958074,116.269507,3
39.959587,116.269334,3
39.961206,116.269146,3
39.962849,116.268952,3
39.964559,116.268733,3
39.966366,116.268676,3
39.968052,116.269297,3
39.96947,116.270561,3
39.970571,116.272421,3
39.971521,116.274471,3
39.972425,116.276369,3
39.973317,116.27802,3
39.974307,116.279622,3
39.975575,116.281239,3
39.977015,116.282696,3
39.978421,116.284087,3
39.979685,116.285353,3
39.980683,116.286455,3
39.981596,116.287736,3
39.982225,116.289284,3
39.98257,116.290877,3
39.982711,116.292201,3
39.982898,116.293559,3
39.982915,116.293624,3
39.982913,116.293616,3
39.982911,116.293604,3
39.982909,116.293597,3
39.982914,116.293726,3
39.982893,116.294436,3
39.983162,116.295569,3
39.983353,116.296726,3
39.983379,116.297058,3
39.983378,116.297049,3
39.983378,116.297049,3
39.983406,116.297148,3
39.983517,116.29763,3
39.983574,116.298188,3
39.98362,116.298272,3
39.98362,116.298281,3
39.983621,116.298288,3
39.983621,116.298294,3
39.983622,116.298294,3
39.983622,116.298295,3
39.983614,116.298384,3
39.983654,116.299008,3
39.983754,116.299351,3
39.983758,116.299363,3
39.983756,116.299344,3
39.983856,116.299295,3
39.984678,116.299548,3
39.985537,116.299482,3
39.986468,116.299353,3
39.987568,116.299153,3
39.988581,116.298973,3
39.989194,116.298859,3
39.989287,116.298847,3
39.989489,116.298833,3
39.990235,116.298721,3
39.991178,116.298603,3
39.991818,116.298476,3
39.992557,116.298402,3
39.992635,116.298376,3
39.992634,116.298376,3
39.992883,116.298373,3
39.993178,116.298345,3
39.993174,116.298339,3
39.993175,116.298339,3
39.993398,116.298338,3
39.994053,116.298313,3
39.995005,116.298291,3
39.995887,116.298275,3
39.996289,116.298552,3
39.99635,116.299595,3
39.996532,116.300969,3
39.997374,116.301942,3
39.99809,116.302689,3
39.998418,116.303912,3
39.998578,116.305156,3
39.998571,116.306317,3
39.99856,116.306705,3
39.99856,116.306712,3
39.998584,116.307225,3
39.998628,116.308285,3
39.998515,116.308804,3
39.997746,116.30886,3
39.996801,116.308918,3
39.996575,116.30893,3
39.996573,116.30893,3
39.996573,116.308928,3
39.996576,116.308914,3
39.996517,116.308907,3
39.995906,116.308986,3
39.994979,116.309114,3
39.993898,116.309212,3
39.992899,116.30935,3
39.991944,116.309525,3
39.991265,116.309603,3
39.991264,116.309606,3
39.991267,116.309606,3
39.991268,116.309606,3
39.991267,116.309604,3
39.991268,116.309604,3
39.991269,116.309604,3
39.991273,116.309607,3
39.991274,116.309607,3
39.991275,116.309607,3
39.991277,116.309607,3
39.991279,116.309606,3
39.991279,116.309605,3
39.991104,116.309614,3
39.9908,116.31022,3
39.990882,116.311397,3
39.990958,116.312823,3
39.991007,116.314183,3
39.991001,116.314721,3
39.990996,116.314746,3
39.990996,116.314745,3
39.990997,116.31476,3
39.99102,116.315399,3
39.99108,116.316412,3
39.991152,116.317696,3
39.991247,116.319231,3
39.991302,116.320864,3
39.99137,116.322483,3
39.991455,116.324134,3
39.991446,116.325625,3
39.991388,116.32614,3
39.991352,116.326586,3
39.991378,116.327284,3
39.99134,116.327339,3
39.991425,116.32711,3
39.991476,116.326988,3
39.991574,116.326891,3
39.991689,116.32689,3
39.991762,116.326924,3
39.991862,116.326923,3
39.991982,116.326906,3
39.992052,116.326896,3
39.992133,116.326894,3
39.992229,116.326836,3
39.99233,116.326839,3
39.99247,116.326805,3
39.992589,116.326762,3
39.992761,116.326869,3
39.992878,116.326879,3
39.992982,116.326838,3
39.993098,116.326844,3
39.993223,116.32685,3
39.993344,116.326811,3
39.993476,116.326809,3
39.99361,116.326781,3
39.993736,116.326785,3
39.993869,116.326792,3
39.994014,116.326768,3
39.994117,116.326807,3
39.994164,116.326796,3
39.994304,116.326803,3
39.994425,116.326767,3
39.994554,116.32679,3
39.994666,116.326784,3
39.994793,116.326757,3
39.9949,116.326729,3
39.99503,116.326713,3
39.995158,116.326671,3
39.995257,116.326562,3
39.995366,116.326456,3
39.995431,116.326354,3
39.995559,116.326367,3
39.995624,116.326278,3
39.995727,116.326269,3
39.995742,116.326279,3
39.995738,116.326286,3
39.995738,116.326287,3
39.995869,116.326276,3
39.996103,116.326275,3
39.996319,116.326523,3
39.996541,116.326745,3
39.996877,116.326728,3
39.997281,116.326734,3
39.997671,116.326712,3
39.998037,116.3267,3
39.998418,116.326723,3
39.99876,116.326639,3
39.999077,116.326622,3
39.999301,116.326812,3
39.999574,116.327075,3
39.999846,116.327186,3
39.999906,116.327338,3
39.999913,116.327365,3
39.999958,116.327322,3
39.999391,116.327383,3
39.999185,116.327299,3
39.999166,116.327108,3
39.999221,116.326795,3
39.999282,116.326526,3
39.999155,116.3265,3
39.999245,116.326235,3
39.999248,116.326026,3
39.999481,116.326053,3
39.999651,116.326027,3
40.000038,116.325723,3
40.000326,116.325678,3
40.000728,116.325473,3
40.001037,116.325449,3
40.001174,116.325319,3
40.001199,116.325107,3
40.001211,116.32489,3
40.001292,116.324727,3
40.001482,116.324734,3
40.001699,116.324673,3
40.001987,116.324474,3
40.002222,116.324532,3
40.002396,116.324663,3
40.002679,116.324635,3
40.003003,116.324514,3
40.003249,116.324491,3
40.003484,116.324452,3
40.003766,116.324389,3
40.004238,116.324385,3
40.004609,116.324349,3
40.00492,116.324336,3
40.005168,116.324268,3
40.005295,116.324276,3
40.00554,116.324333,3
40.005888,116.324293,3
40.006132,116.324312,3
40.006364,116.324284,3
40.006632,116.324256,3
40.006901,116.324288,3
40.007187,116.324251,3
40.007485,116.324247,3
40.007773,116.324233,3
40.008065,116.324202,3
40.008365,116.324177,3
40.008679,116.324145,3
40.009,116.324128,3
40.009266,116.324111,3
40.00954,116.32402,3
40.009649,116.323662,3
40.009671,116.323295,3
40.009675,116.322909,3
40.009694,116.322681,3
40.009836,116.322556,3
40.01,116.322423,3
40.010037,116.322445,3
40.010044,116.322446,3
40.010043,116.322456,3
40.010044,116.322452,3
40.010043,116.322462,3
40.010049,116.32249,3
40.010053,116.322504,3
40.010079,116.322494,3
40.010071,116.322501,3
40.010062,116.322536,3
40.009603,116.32306,3
40.009589,116.32331,3
40.009596,116.323577,3
40.00961,116.323836,3
40.009497,116.323986,3
40.009295,116.323986,3
40.009067,116.324058,3
40.008854,116.324098,3
40.008634,116.324133,3
40.008421,116.32415,3
40.008212,116.324195,3
40.008,116.324192,3
40.007678,116.324175,3
40.0074,116.32415,3
40.007154,116.324137,3
40.006889,116.324159,3
40.006662,116.324075,3
40.006379,116.324195,3
40.006105,116.324169,3
40.00583,116.324204,3
40.00556,116.32425,3
40.005327,116.324268,3
40.005062,116.324171,3
40.004779,116.32423,3
40.004477,116.324213,3
40.004173,116.324261,3
40.003939,116.324241,3
40.003689,116.32425,3
40.003494,116.324272,3
40.003291,116.324266,3
40.00304,116.324345,3
40.002828,116.324343,3
40.002583,116.324323,3
40.00236,116.324251,3
40.002078,116.32444,3
40.001833,116.324447,3
40.001561,116.324461,3
40.001313,116.324481,3
40.0011,116.324469,3
40.000811,116.324582,3
40.00052,116.324572,3
40.000242,116.32453,3
40.00001,116.324565,3
39.99992,116.324385,3
39.999875,116.324033,3
39.999864,116.323685,3
39.999837,116.323251,3
39.999746,116.322759,3
39.999772,116.322369,3
39.999724,116.322012,3
39.999495,116.321871,3
39.999261,116.321884,3
39.998983,116.321915,3
39.998685,116.32195,3
39.998404,116.321941,3
39.998375,116.32175,3
39.9984,116.321422,3
39.998285,116.321036,3
39.998361,116.320715,3
39.998411,116.32035,3
39.99839,116.320026,3
39.998392,116.319755,3
39.998382,116.319433,3
39.998219,116.319282,3
39.998003,116.319245,3
39.997823,116.319238,3
39.997648,116.31918,3
39.997662,116.319017,3
39.997606,116.318991,3
39.997582,116.318965,3
39.997534,116.318925,3
39.997471,116.318896,3
39.997461,116.318848,3
39.997453,116.318837,3
39.997451,116.318833,3
39.997449,116.318832,3
39.997424,116.318808,3
39.997397,116.318781,3
39.997395,116.318779,3
39.997413,116.318782,3
39.997412,116.318777,3
39.997396,116.318767,3
39.997388,116.31876,3
39.997366,116.318725,3
39.997353,116.318697,3
39.997349,116.318704,3
39.997355,116.318722,3
39.99737,116.318733,3
39.997409,116.318713,3
39.99741,116.318656,3
39.9979,116.318965,3
39.997849,116.318696,3
39.99788,116.318554,3
39.997878,116.31844,3
39.997875,116.318435,3
39.997711,116.318497,3
39.997516,116.318952,3
39.997492,116.319041,3
39.997532,116.319265,3
39.997736,116.319323,3
39.997945,116.31934,3
39.998138,116.31936,3
39.998335,116.319382,3
39.998364,116.319641,3
39.998411,116.319882,3
39.99848,116.319943,3
39.998514,116.319896,3
39.998474,116.319893,3
39.998468,116.319881,3
39.998466,116.319877,3
39.998457,116.319888,3
39.998451,116.319894,3
39.998455,116.319892,3
39.998499,116.319896,3
39.998562,116.319896,3
39.998575,116.319941,3
39.998545,116.319952,3
39.998464,116.319963,3
39.998479,116.319937,3
39.99848,116.319909,3
39.998477,116.319899,3
39.998486,116.319936,3
39.998488,116.319935,3
39.99851,116.31992,3
39.998512,116.319923,3
39.998507,116.319916,3
39.998508,116.319905,3
39.998503,116.319898,3
39.998496,116.319895,3
39.998473,116.3199,3
39.998466,116.319883,3
39.998469,116.319888,3
39.998474,116.319895,3
39.998475,116.319896,3
39.998497,116.319915,3
39.998499,116.319917,3
39.998488,116.31991,3
39.998488,116.319909,3
39.998493,116.319905,3
39.998504,116.319919,3
39.998497,116.319919,3
39.998486,116.319916,3
39.998487,116.319911,3
39.998666,116.320103,3
39.998915,116.320183,3
39.999164,116.320229,3
39.99941,116.320274,3
39.999626,116.320371,3
